u,v,w,hgt
1.15353,-0.9392657,0.03627168,1394.1
1.22294,-0.9858523,0.03797697,1394.524
1.29627,-1.009987,0.01359591,1401.2
1.406135,-1.011519,0.0203304,1407.17
1.567944,-0.9956502,0.04561874,1417
1.75882,-1.011323,0.05009276,1432.084
-0.5553439,-0.2040614,0.02039452,1346.769
-0.5613931,-0.2681311,0.007369642,1347.856
-0.5546658,-0.3600266,-0.002029149,1349.273
-0.5539584,-0.466048,-0.004650571,1350.144
-0.5744846,-0.5624891,-0.00836716,1351.076
-0.6248036,-0.6376906,-0.009233151,1351.693
-0.6928964,-0.6925517,2.238218e-05,1350.885
-0.7273206,-0.7649278,0.00848218,1350.137
-0.6913239,-0.874419,0.01393521,1350.716
-0.6213824,-0.9991239,0.01488646,1351.132
-0.5811507,-1.106516,0.01196635,1351.451
-0.5818915,-1.176494,0.01107496,1351.395
-0.6199179,-1.206529,0.01383751,1350.087
-0.667951,-1.220686,0.01183657,1349.656
-0.7036309,-1.22057,0.01026879,1349.824
-0.7321246,-1.213839,0.00861851,1349.418
-0.7620578,-1.202856,0.006394496,1349.809
-0.796738,-1.175157,0.001852661,1351.287
-0.8446173,-1.1218,-0.001183468,1353.658
-0.8923719,-1.035805,-0.002829502,1355.307
-0.9361005,-0.9364503,0.003724317,1355.175
-0.9588878,-0.8441068,0.003178044,1355.581
-0.964065,-0.7522498,0.002743191,1356.728
-0.9491687,-0.6469324,0.005293614,1357.55
-0.9270118,-0.5385979,0.007205503,1358.66
-0.8954234,-0.4299509,0.006338632,1359.899
-0.8544254,-0.3229589,0.008058071,1360.351
-0.7998459,-0.2169612,0.01194139,1360.1
-0.7410821,-0.108595,0.009576503,1360.694
-0.6789314,0.01172635,0.01234029,1361.725
-0.6112317,0.1106646,0.01893922,1361.612
-0.5063041,0.1477685,0.02751319,1361.867
-0.3561156,0.1215307,0.02791871,1363.453
-0.1898174,0.04405331,0.02902525,1365.296
-0.0322614,-0.0634312,0.0264519,1367.252
0.1019157,-0.1783673,0.02329661,1369.206
0.2187087,-0.2787406,0.02336017,1370.81
0.324662,-0.3745271,0.02465465,1371.56
0.4315633,-0.4594276,0.02416498,1371.268
0.5398195,-0.5269574,0.02690017,1370.946
0.6619335,-0.5735465,0.02688799,1371.34
0.789611,-0.6262481,0.02783461,1374.716
0.9294454,-0.7467927,0.06217232,1381.58
1.091709,-0.9448674,0.03654742,1414.764
1.23855,-1.086771,-0.01786102,1442.327
1.293596,-1.083797,0.03763884,1416.416
1.294293,-1.061489,0.06598596,1399.186
1.391129,-1.067182,0.01543334,1410.392
1.54437,-1.076915,0.01690578,1420.915
1.720797,-1.118787,0.02618047,1436.587
1.913364,-1.278906,0.03436285,1458.967
-0.5891991,-0.2547919,0.01640565,1349.269
-0.5980415,-0.330529,0.005257029,1349.796
-0.6051546,-0.4293633,-0.002169379,1349.174
-0.6131759,-0.5385967,-0.005718247,1349.409
-0.6294759,-0.6390361,-0.008873195,1350.497
-0.6705874,-0.7097844,-0.0108511,1350.47
-0.7368542,-0.749753,-0.003918697,1349.073
-0.7789127,-0.7948936,0.006620056,1347.936
-0.7617248,-0.8851556,0.01447005,1347.721
-0.7006502,-1.001809,0.01863207,1347.792
-0.6498394,-1.105202,0.01730414,1348.741
-0.6353865,-1.168085,0.01402874,1349.812
-0.6596949,-1.181754,0.01120963,1349.524
-0.705959,-1.175167,0.0148578,1348.796
-0.7425048,-1.163649,0.01479559,1348.742
-0.7596409,-1.155422,0.01073662,1349.993
-0.7732705,-1.150153,0.006196265,1352.354
-0.7927149,-1.126557,0.003797363,1354.27
-0.8259138,-1.074271,0.001697616,1355.968
-0.861119,-0.9976815,0.003208523,1357.743
-0.8866324,-0.9058081,0.007441799,1358.425
-0.89828,-0.8207729,0.00964135,1358.794
-0.8930689,-0.7352915,0.01015733,1359.701
-0.8707728,-0.6422966,0.01292459,1360.518
-0.8382286,-0.5419784,0.009623444,1361.273
-0.801115,-0.4428516,0.01117658,1362.207
-0.7629966,-0.3413994,0.01656087,1362.196
-0.7150267,-0.2360239,0.01796373,1361.661
-0.6565107,-0.1270627,0.01655255,1362.559
-0.5865692,-0.02083375,0.02008372,1363.557
-0.4995636,0.05748293,0.02860579,1362.998
-0.3696539,0.08046567,0.03355855,1362.491
-0.2066065,0.04167279,0.03257786,1363.699
-0.03805084,-0.03017369,0.02913258,1365.55
0.1092424,-0.1110146,0.02677472,1366.661
0.2352073,-0.1926639,0.02524461,1367.917
0.3438498,-0.2751535,0.02551665,1369.637
0.4476263,-0.3558206,0.02536621,1370.204
0.5535284,-0.4441859,0.02875543,1369.369
0.663673,-0.5235746,0.02946241,1368.694
0.7808728,-0.5780436,0.02668942,1368.609
0.9198915,-0.6351265,0.03549124,1377.925
1.106442,-0.8543324,0.04508896,1407.709
1.291565,-1.225657,-0.01162853,1459.059
1.422205,-1.415704,-0.03722694,1476.688
1.438995,-1.284175,0.06127895,1434.816
1.410186,-1.147321,0.1001751,1413.132
1.50834,-1.146681,0.04486349,1428.309
1.676916,-1.203402,0.03605698,1445.056
1.853865,-1.337103,0.04976569,1463.973
2.065922,-1.601732,0.05102134,1491.297
-0.6349624,-0.3131701,0.01546268,1348.57
-0.6514356,-0.3974712,0.006790921,1348.312
-0.6632652,-0.4958135,0.002078216,1346.875
-0.6705564,-0.602663,-0.003480472,1346.517
-0.6818884,-0.7014474,-0.006105014,1347.017
-0.7113959,-0.7684273,-0.006939718,1346.628
-0.7625052,-0.7984681,-0.001669019,1345.953
-0.7983359,-0.8245206,0.005033372,1346.253
-0.7861874,-0.8873497,0.01619981,1346.559
-0.7332262,-0.9887521,0.01764914,1347.276
-0.676577,-1.091261,0.0158817,1349.402
-0.6450753,-1.153487,0.01714668,1351.104
-0.654183,-1.162533,0.0147055,1351.513
-0.6914011,-1.142719,0.01466502,1351.171
-0.7250078,-1.120261,0.01923949,1350.757
-0.7408037,-1.112921,0.01504966,1351.782
-0.7463269,-1.110766,0.01139751,1354.443
-0.7569407,-1.088796,0.01084851,1356.997
-0.7766396,-1.040791,0.01135141,1358.917
-0.7936261,-0.9707984,0.009514153,1360.878
-0.8042377,-0.8867853,0.01193155,1362.038
-0.8035173,-0.7972917,0.0152007,1361.808
-0.7940015,-0.7110106,0.01685698,1362.076
-0.7718425,-0.6207192,0.01717564,1362.515
-0.740118,-0.5232792,0.02002048,1361.909
-0.7062103,-0.4305924,0.02071102,1362.207
-0.65796,-0.3314515,0.0210271,1362.548
-0.5972316,-0.2233101,0.02388411,1361.96
-0.5221813,-0.1118575,0.02610988,1362.431
-0.4374208,-0.013371,0.02761826,1363.162
-0.3288831,0.05578641,0.03299321,1362.62
-0.1861798,0.07040834,0.03626952,1361.908
-0.02357324,0.03431912,0.03466,1362.379
0.1279948,-0.03012747,0.03045156,1363.402
0.2565769,-0.0997994,0.02781471,1364.004
0.3703153,-0.1749933,0.025129,1365.074
0.476038,-0.2567487,0.02327412,1366.67
0.5788283,-0.3450274,0.02604033,1367.704
0.6836677,-0.4529989,0.02844185,1367.675
0.7873654,-0.5642945,0.02504463,1367.393
0.8839657,-0.6554706,0.02923105,1365.47
1.009043,-0.7802488,0.03659498,1381.002
1.245373,-1.154924,-0.001297492,1440.913
1.489465,-1.575797,-0.0542344,1496.553
1.608704,-1.65837,-0.03589261,1486.88
1.58698,-1.45725,0.0411367,1451.92
1.570632,-1.298973,0.06026586,1445.842
1.646591,-1.329677,0.06430356,1463.177
1.792418,-1.45174,0.09153395,1483.09
2.004712,-1.610345,0.1084231,1503.248
2.282241,-1.855546,0.07823406,1532.62
-0.6692541,-0.3705323,0.01998148,1345.952
-0.6874951,-0.4547594,0.01065993,1346.094
-0.6911269,-0.5514504,0.002919901,1345.856
-0.6885732,-0.6591086,-0.001281853,1346.092
-0.6886254,-0.7572212,-0.00463137,1346.346
-0.7028639,-0.8271155,-0.005189598,1345.924
-0.7289147,-0.8595105,-0.004802667,1346.325
-0.7491149,-0.8746803,0.0006839674,1348.065
-0.7410183,-0.9117361,0.01147083,1348.794
-0.6970852,-0.9884692,0.01606005,1349.601
-0.6440455,-1.07636,0.01501649,1351.747
-0.6106035,-1.135424,0.01726904,1353.102
-0.6106847,-1.147679,0.02054161,1353.438
-0.6291568,-1.128332,0.02090876,1353.908
-0.6511801,-1.099746,0.02388667,1354.077
-0.6681181,-1.083003,0.02555561,1354.098
-0.6709087,-1.076054,0.02137956,1356.185
-0.6728628,-1.055802,0.0172729,1359.457
-0.6755656,-1.009864,0.01453244,1361.646
-0.6838539,-0.9420481,0.01232301,1363.083
-0.6873456,-0.8515391,0.01540882,1363.578
-0.6797568,-0.7555154,0.02052814,1362.848
-0.6599728,-0.6658795,0.0197964,1362.821
-0.6270518,-0.5724825,0.01898081,1363.065
-0.5880851,-0.474793,0.02711359,1362.172
-0.5440254,-0.381024,0.02738802,1361.684
-0.4871403,-0.2878305,0.0264949,1361.245
-0.4123439,-0.1805661,0.03025693,1360.534
-0.3264351,-0.07376838,0.03357848,1360.609
-0.2313631,0.01224726,0.03454884,1360.745
-0.1166191,0.06371679,0.03720542,1360.603
0.02510728,0.07256452,0.03346497,1360.836
0.1660149,0.03400525,0.02967048,1361.271
0.2920053,-0.03115209,0.02595551,1361.8
0.4046889,-0.103881,0.02462153,1362.248
0.5065532,-0.1904615,0.02309259,1362.763
0.6094494,-0.2863433,0.02293773,1364.718
0.7100628,-0.3915996,0.02348999,1366.676
0.8103315,-0.5149934,0.02706289,1366.159
0.899061,-0.6509395,0.02456963,1365.778
0.9795715,-0.772679,0.02545462,1365.626
1.077142,-0.9349817,0.0483847,1375.145
1.279736,-1.366645,0.03435911,1425.577
1.536478,-1.795389,-0.0064399,1484.849
1.708317,-1.844971,-0.0272573,1492.525
1.710489,-1.740311,-0.01573087,1482.449
1.725713,-1.762643,-0.00945539,1496.986
1.801783,-1.886688,0.02738415,1523.485
1.929133,-1.966099,0.09475242,1541.716
2.205314,-2.047411,0.1425011,1556.264
2.593251,-2.273363,0.1128438,1589.18
-0.8506436,-1.519251,0.01529101,1368.962
-0.8239464,-1.595903,0.01915486,1367.959
-0.7900322,-1.693561,0.02031695,1368.81
-0.7344076,-1.806563,0.0122744,1372.259
-0.6864345,-1.908849,0.008504145,1376.242
-0.6616018,-1.983032,0.01130986,1377.951
-0.6456394,-2.065029,0.008023294,1378.688
-0.670638,-2.147944,-0.03188309,1381.15
-0.7947442,-2.189991,-0.04414491,1385.731
-0.8195217,-2.232075,0.01940556,1410.292
-0.5102516,-2.455103,0.07752983,1498.176
-0.009222828,-2.885601,0.03325771,1631.113
0.5439284,-3.071077,-0.02891834,1691.05
0.5373324,-2.381353,0.03663021,1614.226
-0.1834627,-1.170314,0.1226238,1480.394
-0.7657604,-0.3699873,0.02165872,1396.802
-0.7820176,-0.1216324,-0.03110905,1378.27
-0.6857798,-0.1039311,-0.02764347,1378.45
-0.6774525,-0.1868573,-0.01103666,1376.244
-0.699513,-0.3655913,-0.003592268,1374.078
-0.6990381,-0.5562863,-0.002904356,1371.49
-0.6942126,-0.7070286,-0.006735367,1370.359
-0.695489,-0.8757557,-0.00648105,1370.785
-0.7140812,-1.158056,-0.03554435,1383.947
-0.75671,-1.473053,-0.06153692,1423.797
-0.6750224,-1.72415,-0.01069828,1484.133
-0.2615951,-2.136535,-0.0002342315,1542.051
0.2242681,-2.84066,-0.02342261,1579.824
0.4125756,-3.350363,0.00420998,1597.647
0.4468521,-3.140098,0.02559902,1559.706
0.3585679,-2.552194,0.02590731,1486.974
0.2473269,-2.273801,0.006793501,1465.007
0.2602365,-2.352111,-0.01217948,1479.801
0.2766804,-2.593057,-0.004381777,1505.122
0.2451118,-2.839467,0.01596267,1541.621
0.2671906,-3.025705,0.03910458,1577.337
0.3732376,-3.295896,0.05601243,1617.294
0.5364847,-3.589174,0.01931613,1659.927
0.6747715,-3.616968,-0.01698377,1673.97
0.7255062,-3.331945,0.02540887,1647.582
0.7716477,-3.193595,0.05814086,1650.987
1.235145,-3.343786,0.03796008,1689.443
1.707983,-3.395666,-0.01154214,1673.971
1.349731,-3.082952,0.001274292,1597.995
0.4381146,-2.755394,-0.01345381,1534.266
-0.1800049,-2.629066,-0.0282404,1510.314
-0.2056927,-2.45316,-0.01638108,1502.43
-0.1529962,-2.326503,0.0006274091,1499.192
-0.1451787,-2.430719,-0.004902158,1506.382
-0.1110636,-2.755745,-0.02319213,1523.098
-0.05134112,-3.097595,-0.01117744,1533.491
-0.8479427,-1.474785,0.009281576,1368.065
-0.8062292,-1.552352,0.01696474,1365.44
-0.7762314,-1.647586,0.02214039,1364.858
-0.7358404,-1.758885,0.01786231,1367.069
-0.7034535,-1.868285,0.01250918,1368.974
-0.6798011,-1.966313,0.01466067,1370.777
-0.6563434,-2.066611,0.005201553,1373.625
-0.6825826,-2.132572,-0.03794073,1376.92
-0.8318147,-2.119961,-0.03982922,1378.899
-0.8791407,-2.117642,0.04121929,1387.253
-0.5655782,-2.336295,0.07522562,1469.234
-0.02278713,-2.79643,0.03377429,1618.583
0.5640081,-3.092728,-0.0957014,1711.497
0.6395506,-2.572661,-0.1515119,1674.448
-0.002364066,-1.241536,0.02292569,1524.131
-0.7074127,-0.2604285,0.02301555,1399.221
-0.8425019,-0.05840261,-0.01975497,1374.042
-0.7979107,-0.09919634,-0.02397418,1377.068
-0.7911547,-0.2285986,-0.01618,1374.789
-0.7965694,-0.4191142,-0.01494089,1372.713
-0.7805412,-0.6097068,-0.007214964,1370.859
-0.7461063,-0.7578463,-0.009818641,1370.031
-0.7456797,-0.8868866,-0.02670258,1370.699
-0.8299193,-1.044235,-0.04242692,1374.134
-0.8738954,-1.231113,-0.001087213,1391.665
-0.6579342,-1.518078,0.04450171,1446.21
-0.1550315,-2.069329,0.00561979,1515.517
0.2798652,-2.566677,-0.03517807,1531.043
0.3295559,-2.678705,0.006687358,1499.928
0.2402336,-2.477304,0.01680246,1469.636
0.2166649,-2.192975,0.007261096,1451.083
0.242529,-2.096014,-0.0002903448,1453.1
0.3275769,-2.195105,-0.001757957,1466.478
0.3634497,-2.346773,-0.003147606,1481.281
0.3231103,-2.464711,0.002723566,1506.079
0.3034655,-2.588839,0.003080399,1538.274
0.3601432,-2.83218,0.01026424,1568.195
0.4485901,-3.111552,-0.0009226313,1597.461
0.5426903,-3.17966,0.006018495,1610.913
0.6600919,-3.028672,0.04382451,1613.488
0.9287631,-3.026748,0.08744732,1656.21
1.598013,-3.358673,0.03222316,1725.006
2.132648,-3.643753,-0.09632263,1726.798
1.669288,-3.321442,-0.03630836,1627.821
0.4990176,-2.75584,0.01816682,1527.062
-0.279718,-2.505888,-0.01002504,1493.984
-0.2837683,-2.352488,-0.01608221,1490.759
-0.1667538,-2.211024,0.001869487,1488.269
-0.1517497,-2.258466,0.003421239,1492.526
-0.1406635,-2.521516,-0.0172369,1504.825
-0.1205293,-2.746672,-0.02027084,1510.387
-0.840376,-1.440435,0.009326484,1367.175
-0.7766941,-1.525863,0.01449737,1364.763
-0.7338068,-1.613922,0.01872705,1362.9
-0.7122156,-1.715021,0.01878983,1362.367
-0.7043369,-1.817592,0.01247251,1362.812
-0.6989334,-1.93421,0.01292002,1365.283
-0.6736274,-2.049607,0.004601524,1369.694
-0.6918386,-2.103488,-0.03477766,1374.082
-0.8319248,-2.050175,-0.03754637,1375.008
-0.8956891,-2.010363,0.04945362,1371.37
-0.6203443,-2.222659,0.06906816,1425.217
-0.1034338,-2.678399,0.06445963,1563.533
0.4218173,-3.126936,-0.02068829,1692.614
0.6190822,-2.893139,-0.1135214,1694.832
0.1141318,-1.566324,-0.00192512,1541.091
-0.660209,-0.3466718,0.01842203,1398.674
-0.9490414,-0.03243472,-0.02385173,1370.085
-0.9327524,-0.1120777,-0.02181223,1374.737
-0.8730024,-0.2668924,-0.01361058,1373.611
-0.8682714,-0.4603558,-0.01561115,1372.772
-0.8393134,-0.6363222,-0.01073023,1371.005
-0.7984557,-0.7812737,-0.009559389,1368.898
-0.7986617,-0.8741259,-0.03879885,1369.884
-0.896848,-0.8832514,-0.0452557,1372.214
-0.9120299,-0.8830491,0.02726591,1375.248
-0.6091582,-1.10639,0.08679401,1395.191
-0.1202896,-1.623831,0.05243376,1431.274
0.196655,-2.042855,-0.005989506,1448.92
0.2023231,-2.069015,-0.006669622,1441.84
0.1573165,-2.022345,-0.006193527,1434.156
0.1921844,-1.994246,-0.0004754832,1434.587
0.2841097,-2.019995,0.00858355,1442.578
0.3844635,-2.11534,0.006178949,1455.584
0.4264601,-2.216245,0.00285683,1471.908
0.4058299,-2.297146,0.003364677,1494.883
0.40281,-2.418253,-0.00337955,1520.243
0.4528528,-2.585471,-0.01059027,1539.955
0.5133564,-2.753653,-0.02144301,1555.31
0.5813937,-2.837994,0.0006011148,1569.077
0.7578591,-2.865151,0.066781,1597.778
1.288161,-3.033502,0.1487091,1676.017
2.109565,-3.543171,0.1004075,1759.03
2.533891,-3.976675,-0.001215683,1741.34
1.79837,-3.633181,0.03481941,1631.133
0.4961491,-2.855346,0.01913287,1531.769
-0.2824233,-2.442683,-0.01466302,1490.271
-0.2829428,-2.259653,-0.01367933,1480.779
-0.1592091,-2.092218,0.003926242,1477.415
-0.1507729,-2.093793,0.002026646,1480.119
-0.1677575,-2.305496,-0.01576926,1489.288
-0.1683956,-2.486704,-0.019571,1493.737
-0.8318949,-1.396644,0.01138098,1365.003
-0.7614245,-1.495899,0.0120429,1364.347
-0.6970623,-1.594296,0.01213511,1362.799
-0.670244,-1.688579,0.01587823,1361.211
-0.6695344,-1.786953,0.01252587,1361.479
-0.6750441,-1.908139,0.007272616,1364.055
-0.6687927,-2.026576,0.0002866702,1368.303
-0.68826,-2.067252,-0.02340263,1372.016
-0.8056755,-2.007988,-0.03436576,1373.147
-0.8752344,-1.976366,0.02387514,1369.347
-0.6659465,-2.168324,0.05533832,1386.183
-0.2467118,-2.516245,0.03248742,1467.293
0.03920645,-2.852055,0.006572247,1571.499
0.08832339,-2.677227,0.00275879,1582.969
-0.3261731,-1.56468,0.01082479,1483.628
-0.9133927,-0.4487583,-0.006253891,1391.954
-1.113707,-0.101157,-0.02480624,1370.374
-1.067246,-0.1604694,-0.01455626,1373.001
-0.9709859,-0.3136024,-0.007404237,1373.448
-0.9162904,-0.4891371,-0.01105632,1373.183
-0.8762277,-0.6378198,-0.007213014,1370.27
-0.8543185,-0.758788,-0.006588403,1367.281
-0.8687847,-0.8134392,-0.02291639,1366.696
-0.9219046,-0.7452044,-0.02412074,1370.073
-0.8851511,-0.6491607,0.03003345,1372.01
-0.573768,-0.783244,0.08141796,1371.494
-0.165665,-1.179047,0.05658796,1380.495
0.06277842,-1.568733,0.01491841,1396.424
0.1096161,-1.742133,0.008010652,1406.754
0.152029,-1.833519,0.006342953,1413.35
0.2288922,-1.91429,0.003947949,1421.667
0.331393,-1.994313,0.008570269,1432.369
0.4270865,-2.08626,0.003990432,1446.794
0.4673373,-2.180767,-0.004624991,1464.933
0.4612643,-2.266157,-0.003120479,1485.074
0.4821005,-2.352928,-0.001092195,1504.203
0.5503003,-2.482171,-0.01151562,1524.19
0.6521395,-2.614977,-0.007613466,1547.076
0.8171194,-2.700791,0.04074718,1570.817
1.158109,-2.791849,0.148195,1603.891
1.820586,-3.056791,0.2789664,1684.35
2.626334,-3.693832,0.2522098,1775.108
2.852188,-4.205812,0.05295722,1757.109
1.847051,-3.871303,0.01839848,1643.703
0.5201239,-3.058768,0.02061002,1540.742
-0.1581783,-2.464944,-0.008373097,1488.907
-0.1909696,-2.157091,-0.01168192,1472.366
-0.1386735,-1.947235,-0.003314344,1468.014
-0.1448119,-1.922887,-0.002076961,1469.124
-0.1901747,-2.083328,-0.01387563,1474.376
-0.2191049,-2.248907,-0.01655242,1477.805
-0.8023941,-1.360029,0.009827127,1364.588
-0.7527779,-1.459716,0.008155094,1363.8
-0.6864911,-1.57011,0.009286234,1362.667
-0.6323632,-1.674184,0.01146766,1362.294
-0.6106325,-1.784222,0.00926941,1363.538
-0.616336,-1.899425,0.004546238,1365.17
-0.6381957,-2.000892,0.002097283,1367.065
-0.6832859,-2.042814,-0.008498582,1369.064
-0.7691388,-2.005483,-0.0238992,1370.796
-0.8299064,-1.977923,-0.008300032,1370.921
-0.7494267,-2.135286,0.02876773,1372.907
-0.512174,-2.403772,-0.02919344,1401.843
-0.4179519,-2.48083,-0.06853049,1441.5
-0.6083062,-2.156571,-0.03610201,1438.141
-0.9857197,-1.348262,-0.03634465,1407.149
-1.247112,-0.5772876,-0.03513463,1384.467
-1.248319,-0.2967178,-0.02265998,1374.595
-1.168213,-0.2998081,-0.008119955,1372.951
-1.059032,-0.3951498,0.000782661,1373.228
-0.9653198,-0.5183416,0.004862402,1371.641
-0.9097768,-0.6283906,0.005528274,1367.886
-0.9002944,-0.715596,-0.00173306,1365.434
-0.922738,-0.7400972,-0.00297876,1364.443
-0.9219966,-0.6693971,0.005738873,1366.164
-0.8001244,-0.5893841,0.03030692,1368.836
-0.5199819,-0.6792373,0.05015903,1370.292
-0.2193253,-0.9853067,0.04306965,1374.199
-0.02289127,-1.334746,0.02627393,1381.58
0.0937732,-1.601546,0.01398842,1392.037
0.1810016,-1.7878,0.004618541,1402.828
0.2636456,-1.910324,0.001661384,1411.652
0.3614658,-1.989538,0.00129123,1422.817
0.4489116,-2.081311,-0.006743093,1438.316
0.4854686,-2.170545,-0.02043138,1456.278
0.4963802,-2.221235,-0.01419006,1474.297
0.5531563,-2.278143,-0.0005763306,1496.876
0.6784757,-2.393573,0.01713085,1527.888
0.8958462,-2.513427,0.08298306,1558.031
1.256766,-2.580679,0.1766109,1584.205
1.813203,-2.693156,0.2667606,1617.492
2.444047,-3.057295,0.3621439,1688.732
3.001183,-3.892991,0.3729267,1782.058
3.11178,-4.601761,0.1001818,1805.951
2.250691,-4.265317,-0.1079507,1708.304
0.8659126,-3.243777,0.002710294,1561.583
0.004147911,-2.408388,-0.00772694,1480.262
-0.1215812,-2.007912,-0.01953604,1464.063
-0.1209763,-1.789499,-0.008746129,1461.141
-0.1577461,-1.748492,-0.00645988,1460.733
-0.224495,-1.866706,-0.01628223,1462.967
-0.2780587,-2.026454,-0.01797636,1465.775
-0.7632675,-1.342092,0.003525714,1366.015
-0.7443463,-1.422504,0.004580787,1363.281
-0.6911702,-1.529631,0.009978557,1361.716
-0.6232099,-1.652534,0.01097192,1362.524
-0.5717275,-1.778118,0.006792976,1364.756
-0.5693116,-1.890818,0.007166061,1365.295
-0.6079161,-1.972965,0.006396925,1364.861
-0.6691042,-2.010367,-0.004132916,1366.273
-0.7333294,-1.996598,-0.0187593,1368.267
-0.7968068,-1.962416,-0.01585474,1368.771
-0.812656,-2.019818,0.02045319,1368.841
-0.7498721,-2.207935,-0.008810026,1374.665
-0.7827898,-2.22539,-0.08286266,1382.484
-1.04501,-1.861459,-0.08264031,1380.329
-1.295657,-1.271932,-0.06297158,1379.173
-1.352811,-0.7939168,-0.04594811,1380.952
-1.290927,-0.5627037,-0.02019624,1376.021
-1.208924,-0.496412,-0.004835735,1373.171
-1.098444,-0.5207259,0.004028053,1373.257
-0.9975551,-0.5795612,0.01378287,1370.237
-0.933767,-0.6512147,0.01213977,1366.866
-0.913246,-0.7074603,0.003041631,1365.052
-0.9103029,-0.7105321,0.005884968,1363.748
-0.8634805,-0.6695882,0.01823132,1363.567
-0.7057309,-0.6573949,0.03115839,1365.064
-0.4711686,-0.7760194,0.03299249,1368.89
-0.22455,-1.027945,0.0323206,1373.75
-0.02891314,-1.331508,0.02470716,1379.537
0.1048065,-1.599712,0.00346015,1388.57
0.2032382,-1.802078,-0.003255343,1396.604
0.289015,-1.918978,-0.002202506,1404.018
0.3806663,-1.987433,-0.01113476,1415.465
0.4527654,-2.054259,-0.01565595,1429.823
0.4926762,-2.098428,-0.009098443,1446.986
0.5695589,-2.099922,0.02276009,1466.042
0.720965,-2.132677,0.0734266,1495.855
0.9779732,-2.218364,0.1183201,1535.177
1.374431,-2.323343,0.179503,1568.671
1.909729,-2.463997,0.2413988,1606.241
2.507276,-2.760772,0.2686744,1670.094
3.0037,-3.340535,0.2195489,1749.791
3.233539,-4.217203,0.2097615,1805.842
3.120325,-5.036436,0.06841123,1841.073
2.522377,-4.802418,-0.1760196,1778.986
1.239688,-3.367976,-0.01290506,1593.231
0.1544784,-2.163576,-0.005186832,1472.97
-0.1265571,-1.791069,-0.02866121,1456.69
-0.1568187,-1.634446,-0.009633097,1454.462
-0.2086295,-1.598028,-0.00794722,1452.989
-0.2857789,-1.694873,-0.01761437,1453.867
-0.3396033,-1.839432,-0.02032143,1456.052
-0.7411564,-1.326359,-0.005271122,1365.745
-0.7455523,-1.379125,0.0008971589,1362.111
-0.7126315,-1.46899,0.008007066,1359.982
-0.6459465,-1.594247,0.008732794,1360.539
-0.5810058,-1.73168,0.008401662,1362.518
-0.5628737,-1.849077,0.008572461,1362.534
-0.591361,-1.927672,0.009999226,1361.856
-0.6403182,-1.968561,-0.00159704,1364.135
-0.6943787,-1.962873,-0.01279226,1365.891
-0.7633033,-1.907953,-0.002233954,1365.374
-0.8107236,-1.881268,0.02193048,1365.53
-0.8146909,-1.948495,0.009597302,1366.434
-0.9154489,-1.949287,-0.03881824,1369.612
-1.126163,-1.697389,-0.05977155,1373.281
-1.293236,-1.32149,-0.04942774,1375.994
-1.303784,-1.014163,-0.03730438,1376.366
-1.259309,-0.7982755,-0.01564704,1372.916
-1.18565,-0.6883238,-0.007665031,1372.345
-1.084205,-0.672061,0.000165438,1372.842
-0.9936298,-0.6827969,0.01025312,1369.479
-0.9310028,-0.720946,0.008947426,1366.905
-0.8920471,-0.755543,0.006571246,1365.632
-0.8515525,-0.7556244,0.007060952,1363.664
-0.7777737,-0.7473506,0.01455041,1362.291
-0.6373949,-0.7961646,0.02003109,1362.638
-0.4411917,-0.9370404,0.03058774,1364.766
-0.2278463,-1.155895,0.03390932,1369.309
-0.03230346,-1.404404,0.02051494,1376.742
0.1073297,-1.64178,0.00411639,1383.777
0.203313,-1.82342,0.001166886,1389.155
0.2976137,-1.921372,-0.005774043,1396.882
0.3914565,-1.960815,-0.01272681,1408.057
0.4651795,-1.969628,0.0007597488,1423.307
0.5418847,-1.960368,0.03077395,1444.829
0.7117621,-1.923235,0.09070104,1470.557
1.005793,-1.917681,0.1607241,1504.666
1.430707,-2.007831,0.1991518,1545.017
1.947276,-2.229065,0.2145491,1581.841
2.473731,-2.658273,0.2608298,1647.025
2.971082,-3.31799,0.2032973,1757.409
3.36047,-4.073917,-0.01897603,1849.47
3.377392,-4.802549,-0.1443696,1874.712
2.9695,-5.374522,-0.1662599,1869.926
2.296867,-5.083333,-0.1220126,1783.733
1.208279,-3.372352,0.03713971,1591.683
0.1961518,-1.903739,0.01001525,1469.966
-0.1669328,-1.592486,-0.03071645,1452.019
-0.223707,-1.511378,-0.004861514,1448.731
-0.284145,-1.490832,-0.004065201,1446.359
-0.3589531,-1.566959,-0.01121117,1444.89
-0.4072538,-1.689251,-0.01500211,1445.714
-0.7468761,-1.29055,-0.007676869,1362.164
-0.7697517,-1.329414,-0.004347633,1359.999
-0.7492943,-1.398642,0.002221753,1358.473
-0.693834,-1.507432,0.009602946,1357.602
-0.6297254,-1.642932,0.01092143,1358.365
-0.5916243,-1.770921,0.01138211,1358.898
-0.5905848,-1.865321,0.01203367,1358.759
-0.6046243,-1.919241,0.006593271,1361.17
-0.6285495,-1.909415,0.006000042,1363.15
-0.6762348,-1.844303,0.01105068,1363.074
-0.725751,-1.7865,0.01081194,1364.365
-0.7744351,-1.781895,0.00075432,1366.565
-0.8914294,-1.75823,-0.01798872,1368.595
-1.053054,-1.603215,-0.02948014,1370.223
-1.179687,-1.362118,-0.03130035,1371.013
